timestamp,git_sha,script,seconds,bytes,rows,files,note
2026-05-16T09:59:13,e2f2aeb,duckdb_copy,21.134,285076148,5000000,1,fresh-baseline-debug
2026-05-16T09:59:13,e2f2aeb,df_ctas,15.350,267180733,5000000,,fresh-baseline-debug
2026-05-16T09:59:13,e2f2aeb,df_insert,16.740,268462576,5000000,,fresh-baseline-debug
2026-05-16T10:14:00,e2f2aeb,duckdb_copy,19.448,285076148,5000000,1,run-1014
2026-05-16T10:14:00,e2f2aeb,df_ctas,15.267,267240255,5000000,,run-1014
2026-05-16T10:14:00,e2f2aeb,df_insert,16.068,268459016,5000000,,run-1014
